t,steer_rad,accel,v_ref,cte
18.5000,0.000000,3.500000,8.0000,9.2982
18.5200,0.000000,3.500000,8.0000,9.2996
18.5400,0.000000,3.500000,8.0000,9.3010
18.5600,0.000000,3.500000,8.0000,9.3024
18.5800,0.000000,3.500000,8.0000,9.3038
18.6000,0.000000,3.500000,8.0000,9.3052
18.6200,0.000000,3.500000,8.0000,9.3066
18.6400,0.000000,3.500000,8.0000,9.3079
18.6600,0.000000,3.500000,8.0000,9.3093
18.6800,0.000000,3.500000,8.0000,9.3107
18.7000,0.000000,3.500000,8.0000,9.3121
18.7200,0.000000,3.500000,8.0000,9.3135
18.7400,0.000000,3.500000,8.0000,9.3149
18.7600,0.000000,3.500000,8.0000,9.3163
18.7800,0.000000,3.500000,8.0000,9.3177
18.8000,0.000000,3.500000,8.0000,9.3190
18.8200,0.000000,3.500000,8.0000,9.3204
18.8400,0.000000,3.500000,8.0000,9.3218
18.8600,0.000000,3.500000,8.0000,9.3232
18.8800,0.000000,3.500000,8.0000,9.3246
18.9000,0.000000,3.500000,8.0000,9.3260
18.9200,0.000000,3.500000,8.0000,9.3274
18.9400,0.000000,3.500000,8.0000,9.3288
18.9600,0.000000,3.500000,8.0000,9.3301
18.9800,0.000000,3.500000,8.0000,9.3315
19.0000,0.000000,3.500000,8.0000,9.3329
19.0200,0.000000,3.500000,8.0000,9.3343
19.0400,0.000000,3.500000,8.0000,9.3357
19.0600,0.000000,3.500000,8.0000,9.3371
19.0800,0.000000,3.500000,8.0000,9.3385
19.1000,0.000000,3.500000,8.0000,9.3399
19.1200,0.000000,3.500000,8.0000,9.3412
19.1400,0.000000,3.500000,8.0000,9.3426
19.1600,0.000000,3.500000,8.0000,9.3440
19.1800,0.000000,3.500000,8.0000,9.3454
19.2000,0.000000,3.500000,8.0000,9.3468
19.2200,0.000000,3.500000,8.0000,9.3482
19.2400,0.000000,3.500000,8.0000,9.3496
19.2600,0.000000,3.500000,8.0000,9.3510
19.2800,0.000000,3.500000,8.0000,9.3523
19.3000,0.000000,3.500000,8.0000,9.3537
19.3200,0.000000,3.500000,8.0000,9.3551
19.3400,0.000000,3.500000,8.0000,9.3565
19.3600,0.000000,3.500000,8.0000,9.3579
19.3800,0.000000,3.500000,8.0000,9.3593
19.4000,0.000000,3.500000,8.0000,9.3607
19.4200,0.000000,3.500000,8.0000,9.3620
19.4400,0.000000,3.500000,8.0000,9.3634
19.4600,0.000000,3.500000,8.0000,9.3648
19.4800,0.000000,3.500000,8.0000,9.3662
19.5000,0.000000,3.500000,8.0000,9.3676
19.5200,0.000000,3.500000,8.0000,9.3690
19.5400,0.000000,3.500000,8.0000,9.3704
19.5600,0.000000,3.500000,8.0000,9.3718
19.5800,0.000000,3.500000,8.0000,9.3731
19.6000,0.000000,3.500000,8.0000,9.3745
19.6200,0.000000,3.500000,8.0000,9.3759
19.6400,0.000000,3.500000,8.0000,9.3773
19.6600,0.000000,3.500000,8.0000,9.3787
19.6800,0.000000,3.500000,8.0000,9.3801
19.7000,0.000000,3.500000,8.0000,9.3815
19.7200,0.000000,3.500000,8.0000,9.3829
19.7400,0.000000,3.500000,8.0000,9.3842
19.7600,0.000000,3.500000,8.0000,9.3856
19.7800,0.000000,3.500000,8.0000,9.3870
19.8000,0.000000,3.500000,8.0000,9.3884
19.8200,0.000000,3.500000,8.0000,9.3898
19.8400,0.000000,3.500000,8.0000,9.3912
19.8600,0.000000,3.500000,8.0000,9.3926
19.8800,0.000000,3.500000,8.0000,9.3940
19.9000,0.000000,3.500000,8.0000,9.3953
19.9200,0.000000,3.500000,8.0000,9.3967
19.9400,0.000000,3.500000,8.0000,9.3981
19.9600,0.000000,3.500000,8.0000,9.3995
19.9800,0.000000,3.500000,8.0000,9.4009
20.0000,0.000000,3.500000,8.0000,9.4023
20.0200,0.000000,3.500000,8.0000,9.4037
20.0400,0.000000,3.500000,8.0000,9.4051
20.0600,0.000000,3.500000,8.0000,9.4064
20.0800,0.000000,3.500000,8.0000,9.4078
20.1000,0.000000,3.500000,8.0000,9.4092
20.1200,0.000000,3.500000,8.0000,9.4106
20.1400,0.000000,3.500000,8.0000,9.4120
20.1600,0.000000,3.500000,8.0000,9.4134
20.1800,0.000000,3.500000,8.0000,9.4148
20.2000,0.000000,3.500000,8.0000,9.4162
20.2200,0.000000,3.500000,8.0000,9.4175
20.2400,0.000000,3.500000,8.0000,9.4189
20.2600,0.000000,3.500000,8.0000,9.4203
20.2800,0.000000,3.500000,8.0000,9.4217
20.3000,0.000000,3.500000,8.0000,9.4231
20.3200,0.000000,3.500000,8.0000,9.4245
20.3400,0.000000,3.500000,8.0000,9.4259
20.3600,0.000000,3.500000,8.0000,9.4273
20.3800,0.000000,3.500000,8.0000,9.4286
20.4000,0.000000,3.500000,8.0000,9.4300
20.4200,0.000000,3.500000,8.0000,9.4314
20.4400,0.000000,3.500000,8.0000,9.4328
20.4600,0.000000,3.500000,8.0000,9.4342
20.4800,0.000000,3.500000,8.0000,9.4356
20.5000,0.000000,3.500000,8.0000,9.4370
20.5200,0.000000,3.500000,8.0000,9.4384
20.5400,0.000000,3.500000,8.0000,9.4397
20.5600,0.000000,3.500000,8.0000,9.4411
20.5800,0.000000,3.500000,8.0000,9.4425
20.6000,0.000000,3.500000,8.0000,9.4439
20.6200,0.000000,3.500000,8.0000,9.4453
20.6400,0.000000,3.500000,8.0000,9.4467
20.6600,0.000000,3.500000,8.0000,9.4481
20.6800,0.000000,3.500000,8.0000,9.4495
20.7000,0.000000,3.500000,8.0000,9.4508
20.7200,0.000000,3.500000,8.0000,9.4522
20.7400,0.000000,3.500000,8.0000,9.4536
20.7600,0.000000,3.500000,8.0000,9.4550
20.7800,0.000000,3.500000,8.0000,9.4564
20.8000,0.000000,3.500000,8.0000,9.4578
20.8200,0.000000,3.500000,8.0000,9.4592
20.8400,0.000000,3.500000,8.0000,9.4606
20.8600,0.000000,3.500000,8.0000,9.4619
20.8800,0.000000,3.500000,8.0000,9.4633
20.9000,0.000000,3.500000,8.0000,9.4647
20.9200,0.000000,3.500000,8.0000,9.4661
20.9400,0.000000,3.500000,8.0000,9.4675
20.9600,0.000000,3.500000,8.0000,9.4689
20.9800,0.000000,3.500000,8.0000,9.4703
21.0000,0.000000,3.500000,8.0000,9.4717
21.0200,0.000000,3.500000,8.0000,9.4730
21.0400,0.000000,3.500000,8.0000,9.4744
21.0600,0.000000,3.500000,8.0000,9.4758
21.0800,0.000000,3.500000,8.0000,9.4772
21.1000,0.000000,3.500000,8.0000,9.4786
21.1200,0.000000,3.500000,8.0000,9.4800
21.1400,0.000000,3.500000,8.0000,9.4814
21.1600,0.000000,3.500000,8.0000,9.4828
21.1800,0.000000,3.500000,8.0000,9.4841
21.2000,0.000000,3.500000,8.0000,9.4855
21.2200,0.000000,3.500000,8.0000,9.4869
21.2400,0.000000,3.500000,8.0000,9.4883
21.2600,0.000000,3.500000,8.0000,9.4897
21.2800,0.000000,3.500000,8.0000,9.4911
21.3000,0.000000,3.500000,8.0000,9.4925
21.3200,0.000000,3.500000,8.0000,9.4939
21.3400,0.000000,3.500000,8.0000,9.4952
21.3600,0.000000,3.500000,8.0000,9.4966
21.3800,0.000000,3.500000,8.0000,9.4980
21.4000,0.000000,3.500000,8.0000,9.4994
21.4200,0.000000,3.500000,8.0000,9.5008
21.4400,0.000000,3.500000,8.0000,9.5022
21.4600,0.000000,3.500000,8.0000,9.5036
21.4800,0.000000,3.500000,8.0000,9.5050
21.5000,0.000000,3.500000,8.0000,9.5063
21.5200,0.000000,3.500000,8.0000,9.5077
21.5400,0.000000,3.500000,8.0000,9.5091
21.5600,0.000000,3.500000,8.0000,9.5105
21.5800,0.000000,3.500000,8.0000,9.5119
21.6000,0.000000,3.500000,8.0000,9.5133
21.6200,0.000000,3.500000,8.0000,9.5147
21.6400,0.000000,3.500000,8.0000,9.5161
21.6600,0.000000,3.500000,8.0000,9.5174
21.6800,0.000000,3.500000,8.0000,9.5188
21.7000,0.000000,3.500000,8.0000,9.5202
21.7200,0.000000,3.500000,8.0000,9.5216
21.7400,0.000000,3.500000,8.0000,9.5230
21.7600,0.000000,3.500000,8.0000,9.5244
21.7800,0.000000,3.500000,8.0000,9.5258
21.8000,0.000000,3.500000,8.0000,9.5272
21.8200,0.000000,3.500000,8.0000,9.5285
21.8400,0.000000,3.500000,8.0000,9.5299
21.8600,0.000000,3.500000,8.0000,9.5313
21.8800,0.000000,3.500000,8.0000,9.5327
21.9000,0.000000,3.500000,8.0000,9.5341
21.9200,0.000000,3.500000,8.0000,9.5355
21.9400,0.000000,3.500000,8.0000,9.5369
21.9600,0.000000,3.500000,8.0000,9.5383
21.9800,0.000000,3.500000,8.0000,9.5396
22.0000,0.000000,3.500000,8.0000,9.5410
22.0200,0.000000,3.500000,8.0000,9.5424
22.0400,0.000000,3.500000,8.0000,9.5438
22.0600,0.000000,3.500000,8.0000,9.5452
22.0800,0.000000,3.500000,8.0000,9.5466
22.1000,0.000000,3.500000,8.0000,9.5480
22.1200,0.000000,3.500000,8.0000,9.5494
22.1400,0.000000,3.500000,8.0000,9.5507
22.1600,0.000000,3.500000,8.0000,9.5521
22.1800,0.000000,3.500000,8.0000,9.5535
22.2000,0.000000,3.500000,8.0000,9.5549
22.2200,0.000000,3.500000,8.0000,9.5563
22.2400,0.000000,3.500000,8.0000,9.5577
22.2600,0.000000,3.500000,8.0000,9.5591
22.2800,0.000000,3.500000,8.0000,9.5605
22.3000,0.000000,3.500000,8.0000,9.5618
22.3200,0.000000,3.500000,8.0000,9.5632
22.3400,0.000000,3.500000,8.0000,9.5646
22.3600,0.000000,3.500000,8.0000,9.5660
22.3800,0.000000,3.500000,8.0000,9.5674
22.4000,0.000000,3.500000,8.0000,9.5688
22.4200,0.000000,3.500000,8.0000,9.5702
22.4400,0.000000,3.500000,8.0000,9.5716
22.4600,0.000000,3.500000,8.0000,9.5729
22.4800,0.000000,3.500000,8.0000,9.5743
22.5000,0.000000,3.500000,8.0000,9.5757
22.5200,0.000000,3.500000,8.0000,9.5771
22.5400,0.000000,3.500000,8.0000,9.5785
22.5600,0.000000,3.500000,8.0000,9.5799
22.5800,0.000000,3.500000,8.0000,9.5813
22.6000,0.000000,3.500000,8.0000,9.5827
22.6200,0.000000,3.500000,8.0000,9.5841
22.6400,0.000000,3.500000,8.0000,9.5854
22.6600,0.000000,3.500000,8.0000,9.5868
22.6800,0.000000,3.500000,8.0000,9.5882
22.7000,0.000000,3.500000,8.0000,9.5896
22.7200,0.000000,3.500000,8.0000,9.5910
22.7400,0.000000,3.500000,8.0000,9.5924
22.7600,0.000000,3.500000,8.0000,9.5938
22.7800,0.000000,3.500000,8.0000,9.5952
22.8000,0.000000,3.500000,8.0000,9.5965
22.8200,0.000000,3.500000,8.0000,9.5979
22.8400,0.000000,3.500000,8.0000,9.5993
22.8600,0.000000,3.500000,8.0000,9.6007
22.8800,0.000000,3.500000,8.0000,9.6021
22.9000,0.000000,3.500000,8.0000,9.6035
22.9200,0.000000,3.500000,8.0000,9.6049
22.9400,0.000000,3.500000,8.0000,9.6063
22.9600,0.000000,3.500000,8.0000,9.6076
22.9800,0.000000,3.500000,8.0000,9.6090
23.0000,0.000000,3.500000,8.0000,9.6104
23.0200,0.000000,3.500000,8.0000,9.6118
23.0400,0.000000,3.500000,8.0000,9.6132
23.0600,0.000000,3.500000,8.0000,9.6146
23.0800,0.000000,3.500000,8.0000,9.6160
23.1000,0.000000,3.500000,8.0000,9.6174
23.1200,0.000000,3.500000,8.0000,9.6187
23.1400,0.000000,3.500000,8.0000,9.6201
23.1600,0.000000,3.500000,8.0000,9.6215
23.1800,0.000000,3.500000,8.0000,9.6229
23.2000,0.000000,3.500000,8.0000,9.6243
23.2200,0.000000,3.500000,8.0000,9.6257
23.2400,0.000000,3.500000,8.0000,9.6271
23.2600,0.000000,3.500000,8.0000,9.6285
23.2800,0.000000,3.500000,8.0000,9.6299
23.3000,0.000000,3.500000,8.0000,9.6312
23.3200,0.000000,3.500000,8.0000,9.6326
23.3400,0.000000,3.500000,8.0000,9.6340
23.3600,0.000000,3.500000,8.0000,9.6354
23.3800,0.000000,3.500000,8.0000,9.6368
23.4000,0.000000,3.500000,8.0000,9.6382
23.4200,0.000000,3.500000,8.0000,9.6396
23.4400,0.000000,3.500000,8.0000,9.6410
23.4600,0.000000,3.500000,8.0000,9.6423
23.4800,0.000000,3.500000,8.0000,9.6437
23.5000,0.000000,3.500000,8.0000,9.6451
23.5200,0.000000,3.500000,8.0000,9.6465
23.5400,0.000000,3.500000,8.0000,9.6479
23.5600,0.000000,3.500000,8.0000,9.6493
23.5800,0.000000,3.500000,8.0000,9.6507
23.6000,0.000000,3.500000,8.0000,9.6521
23.6200,0.000000,3.500000,8.0000,9.6534
23.6400,0.000000,3.500000,8.0000,9.6548
23.6600,0.000000,3.500000,8.0000,9.6562
23.6800,0.000000,3.500000,8.0000,9.6576
23.7000,0.000000,3.500000,8.0000,9.6590
23.7200,0.000000,3.500000,8.0000,9.6604
23.7400,0.000000,3.500000,8.0000,9.6618
23.7600,0.000000,3.500000,8.0000,9.6632
23.7800,0.000000,3.500000,8.0000,9.6645
23.8000,0.000000,3.500000,8.0000,9.6659
23.8200,0.000000,3.500000,8.0000,9.6673
23.8400,0.000000,3.500000,8.0000,9.6687
23.8600,0.000000,3.500000,8.0000,9.6701
23.8800,0.000000,3.500000,8.0000,9.6715
23.9000,0.000000,3.500000,8.0000,9.6729
23.9200,0.000000,3.500000,8.0000,9.6743
23.9400,0.000000,3.500000,8.0000,9.6757
23.9600,0.000000,3.500000,8.0000,9.6770
23.9800,0.000000,3.500000,8.0000,9.6784
