t,steer_rad,accel,v_ref,cte,wp_idx
10.0800,0.051336,-3.500000,2.9778,1.5002,1
10.1000,0.062761,3.500000,6.4837,1.3610,1
10.1200,-0.464666,3.500000,8.0000,1.5055,2
10.1400,0.101987,-3.500000,6.6369,1.7160,1
10.1600,-0.239070,-3.500000,5.5803,1.2570,1
10.1800,0.126979,1.749147,6.3081,1.4112,1
10.2000,-0.510660,-2.084258,5.8475,1.0409,1
10.2200,-0.510263,-3.500000,3.9690,1.9158,2
10.2400,0.237593,-3.500000,3.4524,2.3670,2
10.2600,0.237232,2.543121,5.0470,1.6293,1
10.2800,-0.161003,-3.500000,1.7921,2.0717,2
10.3000,-0.322376,3.500000,4.1860,1.4293,1
10.3200,0.229830,3.197623,5.8392,1.7784,1
10.3400,-0.116975,-3.500000,3.8902,1.1510,1
10.3600,0.252583,1.076667,4.9745,1.4846,1
10.3800,-0.412179,-1.984421,4.9507,1.8896,2
10.4000,0.300196,-3.500000,3.0856,1.1956,1
10.4200,0.558505,-3.500000,2.7386,1.0547,1
10.4400,0.276373,-3.500000,2.5598,2.3209,2
10.4600,0.029232,1.338164,4.0881,1.5553,1
10.4800,0.029197,-3.500000,2.6743,1.4129,1
10.5000,0.205304,3.500000,4.9592,1.8982,1
10.5200,0.205116,-3.500000,3.9638,1.7575,1
10.5400,0.204918,-2.763638,3.9250,1.6185,1
10.5600,-0.435610,-3.500000,3.4362,1.8471,2
10.5800,-0.169148,-3.500000,1.5778,1.3474,1
10.6000,-0.442051,-3.500000,1.9527,1.9232,2
10.6200,-0.558505,-3.500000,0.8049,1.4955,1
