t,steer_rad,accel,v_ref,cte,wp_idx
10.2400,0.000000,0.663887,5.2000,46.2549,1
10.2600,0.000000,0.663887,5.2000,46.3588,1
10.2800,0.000000,0.663887,5.2000,46.4628,1
10.3000,0.000000,0.663887,5.2000,46.5667,1
10.3200,0.000000,0.663887,5.2000,46.6706,1
10.3400,0.000000,0.663887,5.2000,46.7746,1
10.3600,0.000000,0.663887,5.2000,46.8785,1
10.3800,0.000000,0.663887,5.2000,46.9825,1
10.4000,0.000000,0.663887,5.2000,47.0864,1
10.4200,0.000000,0.663887,5.2000,47.1903,1
10.4400,0.000000,0.663887,5.2000,47.2943,1
10.4600,0.000000,0.663887,5.2000,47.3982,1
10.4800,0.000000,0.663887,5.2000,47.5022,1
10.5000,0.000000,0.663887,5.2000,47.6061,1
10.5200,0.000000,0.663887,5.2000,47.7101,1
10.5400,0.000000,0.663887,5.2000,47.8140,1
10.5600,0.000000,0.663887,5.2000,47.9180,1
10.5800,0.000000,0.663887,5.2000,48.0219,1
10.6000,0.000000,0.663887,5.2000,48.1258,1
10.6200,0.000000,0.663887,5.2000,48.2298,1
10.6400,0.000000,0.663887,5.2000,48.3337,1
10.6600,0.000000,0.663887,5.2000,48.4377,1
10.6800,0.000000,0.663887,5.2000,48.5416,1
10.7000,0.000000,0.663887,5.2000,48.6456,1
10.7200,0.000000,0.663887,5.2000,48.7495,1
10.7400,0.000000,0.663887,5.2000,48.8535,1
10.7600,0.000000,0.663887,5.2000,48.9574,1
10.7800,0.000000,0.663887,5.2000,49.0614,1
10.8000,0.000000,0.663887,5.2000,49.1653,1
10.8200,0.000000,0.663887,5.2000,49.2693,1
10.8400,0.000000,0.663887,5.2000,49.3732,1
10.8600,0.000000,0.663887,5.2000,49.4771,1
10.8800,0.000000,0.663887,5.2000,49.5811,1
10.9000,0.000000,0.663887,5.2000,49.6850,1
10.9200,0.000000,0.663887,5.2000,49.7890,1
10.9400,0.000000,0.663887,5.2000,49.8929,1
10.9600,0.000000,0.663887,5.2000,49.9969,1
10.9800,0.000000,0.663887,5.2000,50.1008,1
11.0000,0.000000,0.663887,5.2000,50.2048,1
11.0200,0.000000,0.663887,5.2000,50.3087,1
11.0400,0.000000,0.663887,5.2000,50.4127,1
11.0600,0.000000,0.663887,5.2000,50.5166,1
11.0800,0.000000,0.663887,5.2000,50.6206,1
11.1000,0.000000,0.663887,5.2000,50.7245,1
11.1200,0.000000,0.663887,5.2000,50.8285,1
11.1400,0.000000,0.663887,5.2000,50.9324,1
11.1600,0.000000,0.663887,5.2000,51.0364,1
11.1800,0.000000,0.663887,5.2000,51.1403,1
11.2000,0.000000,0.663887,5.2000,51.2443,1
11.2200,0.000000,0.663887,5.2000,51.3482,1
11.2400,0.000000,0.663887,5.2000,51.4522,1
11.2600,0.000000,0.663887,5.2000,51.5562,1
11.2800,0.000000,0.663887,5.2000,51.6601,1
11.3000,0.000000,0.663887,5.2000,51.7641,1
11.3200,0.000000,0.663887,5.2000,51.8680,1
11.3400,0.000000,0.663887,5.2000,51.9720,1
11.3600,0.000000,0.663887,5.2000,52.0759,1
11.3800,0.000000,0.663887,5.2000,52.1799,1
11.4000,0.000000,0.663887,5.2000,52.2838,1
11.4200,0.000000,0.663887,5.2000,52.3878,1
11.4400,0.000000,0.663887,5.2000,52.4917,1
11.4600,0.000000,0.663887,5.2000,52.5957,1
11.4800,0.000000,0.663887,5.2000,52.6996,1
11.5000,0.000000,0.663887,5.2000,52.8036,1
11.5200,0.000000,0.663887,5.2000,52.9075,1
11.5400,0.000000,0.663887,5.2000,53.0115,1
11.5600,0.000000,0.663887,5.2000,53.1155,1
11.5800,0.000000,0.663887,5.2000,53.2194,1
11.6000,0.000000,0.663887,5.2000,53.3234,1
11.6200,0.000000,0.663887,5.2000,53.4273,1
11.6400,0.000000,0.663887,5.2000,53.5313,1
11.6600,0.000000,0.663887,5.2000,53.6352,1
11.6800,0.000000,0.663887,5.2000,53.7392,1
11.7000,0.000000,0.663887,5.2000,53.8431,1
11.7200,0.000000,0.663887,5.2000,53.9471,1
11.7400,0.000000,0.663887,5.2000,54.0511,1
11.7600,0.000000,0.663887,5.2000,54.1550,1
11.7800,0.000000,0.663887,5.2000,54.2590,1
11.8000,0.000000,0.663887,5.2000,54.3629,1
11.8200,0.000000,0.663887,5.2000,54.4669,1
11.8400,0.000000,0.663887,5.2000,54.5708,1
11.8600,0.000000,0.663887,5.2000,54.6748,1
11.8800,0.000000,0.663887,5.2000,54.7788,1
11.9000,0.000000,0.663887,5.2000,54.8827,1
11.9200,0.000000,0.663887,5.2000,54.9867,1
11.9400,0.000000,0.663887,5.2000,55.0906,1
11.9600,0.000000,0.663887,5.2000,55.1946,1
11.9800,0.000000,0.663887,5.2000,55.2985,1
12.0000,0.000000,0.663887,5.2000,55.4025,1
12.0200,0.000000,0.663887,5.2000,55.5065,1
12.0400,0.000000,0.663887,5.2000,55.6104,1
12.0600,0.000000,0.663887,5.2000,55.7144,1
12.0800,0.000000,0.663887,5.2000,55.8183,1
12.1000,0.000000,0.663887,5.2000,55.9223,1
12.1200,0.000000,0.663887,5.2000,56.0263,1
12.1400,0.000000,0.663887,5.2000,56.1302,1
12.1600,0.000000,0.663887,5.2000,56.2342,1
12.1800,0.000000,0.663887,5.2000,56.3381,1
12.2000,0.000000,0.663887,5.2000,56.4421,1
12.2200,0.000000,0.663887,5.2000,56.5461,1
12.2400,0.000000,0.663887,5.2000,56.6500,1
12.2600,0.000000,0.663887,5.2000,56.7540,1
12.2800,0.000000,0.663887,5.2000,56.8579,1
12.3000,0.000000,0.663887,5.2000,56.9619,1
12.3200,0.000000,0.663887,5.2000,57.0659,1
12.3400,0.000000,0.663887,5.2000,57.1698,1
12.3600,0.000000,0.663887,5.2000,57.2738,1
12.3800,0.000000,0.663887,5.2000,57.3777,1
12.4000,0.000000,0.663887,5.2000,57.4817,1
12.4200,0.000000,0.663887,5.2000,57.5857,1
12.4400,0.000000,0.663887,5.2000,57.6896,1
12.4600,0.000000,0.663887,5.2000,57.7936,1
12.4800,0.000000,0.663887,5.2000,57.8975,1
12.5000,0.000000,0.663887,5.2000,58.0015,1
12.5200,0.000000,0.663887,5.2000,58.1055,1
12.5400,0.000000,0.663887,5.2000,58.2094,1
12.5600,0.000000,0.663887,5.2000,58.3134,1
12.5800,0.000000,0.663887,5.2000,58.4174,1
12.6000,0.000000,0.663887,5.2000,58.5213,1
12.6200,0.000000,0.663887,5.2000,58.6253,1
12.6400,0.000000,0.663887,5.2000,58.7293,1
12.6600,0.000000,0.663887,5.2000,58.8332,1
12.6800,0.000000,0.663887,5.2000,58.9372,1
12.7000,0.000000,0.663887,5.2000,59.0411,1
12.7200,0.000000,0.663887,5.2000,59.1451,1
12.7400,0.000000,0.663887,5.2000,59.2491,1
12.7600,0.000000,0.663887,5.2000,59.3530,1
12.7800,0.000000,0.663887,5.2000,59.4570,1
12.8000,0.000000,0.663887,5.2000,59.5610,1
12.8200,0.000000,0.663887,5.2000,59.6649,1
12.8400,0.000000,0.663887,5.2000,59.7689,1
12.8600,0.000000,0.663887,5.2000,59.8729,1
12.8800,0.000000,0.663887,5.2000,59.9768,1
12.9000,0.000000,0.663887,5.2000,60.0808,1
12.9200,0.000000,0.663887,5.2000,60.1847,1
12.9400,0.000000,0.663887,5.2000,60.2887,1
12.9600,0.000000,0.663887,5.2000,60.3927,1
12.9800,0.000000,0.663887,5.2000,60.4966,1
13.0000,0.000000,0.663887,5.2000,60.6006,1
13.0200,0.000000,0.663887,5.2000,60.7046,1
13.0400,0.000000,0.663887,5.2000,60.8085,1
13.0600,0.000000,0.663887,5.2000,60.9125,1
13.0800,0.000000,0.663887,5.2000,61.0165,1
13.1000,0.000000,0.663887,5.2000,61.1204,1
13.1200,0.000000,0.663887,5.2000,61.2244,1
13.1400,0.000000,0.663887,5.2000,61.3284,1
13.1600,0.000000,0.663887,5.2000,61.4323,1
13.1800,0.000000,0.663887,5.2000,61.5363,1
13.2000,0.000000,0.663887,5.2000,61.6403,1
13.2200,0.000000,0.663887,5.2000,61.7442,1
13.2400,0.000000,0.663887,5.2000,61.8482,1
13.2600,0.000000,0.663887,5.2000,61.9522,1
13.2800,0.000000,0.663887,5.2000,62.0561,1
13.3000,0.000000,0.663887,5.2000,62.1601,1
13.3200,0.000000,0.663887,5.2000,62.2641,1
13.3400,0.000000,0.663887,5.2000,62.3680,1
13.3600,0.000000,0.663887,5.2000,62.4720,1
13.3800,0.000000,0.663887,5.2000,62.5760,1
13.4000,0.000000,0.663887,5.2000,62.6799,1
13.4200,0.000000,0.663887,5.2000,62.7839,1
13.4400,0.000000,0.663887,5.2000,62.8879,1
13.4600,0.000000,0.663887,5.2000,62.9918,1
13.4800,0.000000,0.663887,5.2000,63.0958,1
13.5000,0.000000,0.663887,5.2000,63.1998,1
13.5200,0.000000,0.663887,5.2000,63.3037,1
13.5400,0.000000,0.663887,5.2000,63.4077,1
13.5600,0.000000,0.663887,5.2000,63.5117,1
13.5800,0.000000,0.663887,5.2000,63.6157,1
13.6000,0.000000,0.663887,5.2000,63.7196,1
13.6200,0.000000,0.663887,5.2000,63.8236,1
13.6400,0.000000,0.663887,5.2000,63.9276,1
13.6600,0.000000,0.663887,5.2000,64.0315,1
13.6800,0.000000,3.500000,5.2000,64.0931,1
13.7000,0.000000,3.500000,5.2000,64.0936,1
13.7200,0.000000,3.500000,5.2000,64.0941,1
13.7400,0.000000,3.500000,5.2000,64.0945,1
13.7600,0.000000,3.500000,5.2000,64.0950,1
13.7800,0.000000,3.500000,5.2000,64.0955,1
13.8000,0.000000,3.500000,5.2000,64.0959,1
13.8200,0.000000,3.500000,5.2000,64.0964,1
13.8400,0.000000,3.500000,5.2000,64.0968,1
13.8600,0.000000,3.500000,5.2000,64.0973,1
13.8800,0.000000,3.500000,5.2000,64.0978,1
13.9000,0.000000,3.500000,5.2000,64.0982,1
13.9200,0.000000,3.500000,5.2000,64.0987,1
13.9400,0.000000,3.500000,5.2000,64.0991,1
13.9600,0.000000,3.500000,5.2000,64.0996,1
13.9800,0.000000,3.500000,5.2000,64.1001,1
14.0000,0.000000,3.500000,5.2000,64.1005,1
14.0200,0.000000,3.500000,5.2000,64.1010,1
14.0400,0.000000,3.500000,5.2000,64.1015,1
14.0600,0.000000,3.500000,5.2000,64.1019,1
14.0800,0.000000,3.500000,5.2000,64.1024,1
14.1000,0.000000,3.500000,5.2000,64.1028,1
14.1200,0.000000,3.500000,5.2000,64.1033,1
14.1400,0.000000,3.500000,5.2000,64.1038,1
14.1600,0.000000,3.500000,5.2000,64.1042,1
14.1800,0.000000,3.500000,5.2000,64.1047,1
14.2000,0.000000,3.500000,5.2000,64.1052,1
14.2200,0.000000,3.500000,5.2000,64.1056,1
14.2400,0.000000,3.500000,5.2000,64.1061,1
14.2600,0.000000,3.500000,5.2000,64.1065,1
14.2800,0.000000,3.500000,5.2000,64.1070,1
14.3000,0.000000,3.500000,5.2000,64.1075,1
14.3200,0.000000,3.500000,5.2000,64.1079,1
14.3400,0.000000,3.500000,5.2000,64.1084,1
14.3600,0.000000,3.500000,5.2000,64.1088,1
14.3800,0.000000,3.500000,5.2000,64.1093,1
14.4000,0.000000,3.500000,5.2000,64.1098,1
14.4200,0.000000,3.500000,5.2000,64.1102,1
14.4400,0.000000,3.500000,5.2000,64.1107,1
14.4600,0.000000,3.500000,5.2000,64.1112,1
14.4800,0.000000,3.500000,5.2000,64.1116,1
14.5000,0.000000,3.500000,5.2000,64.1121,1
14.5200,0.000000,3.500000,5.2000,64.1125,1
14.5400,0.000000,3.500000,5.2000,64.1130,1
14.5600,0.000000,3.500000,5.2000,64.1135,1
14.5800,0.000000,3.500000,5.2000,64.1139,1
14.6000,0.000000,3.500000,5.2000,64.1144,1
14.6200,0.000000,3.500000,5.2000,64.1149,1
14.6400,0.000000,3.500000,5.2000,64.1153,1
14.6600,0.000000,3.500000,5.2000,64.1158,1
14.6800,0.000000,3.500000,5.2000,64.1162,1
14.7000,0.000000,3.500000,5.2000,64.1167,1
14.7200,0.000000,3.500000,5.2000,64.1172,1
14.7400,0.000000,3.500000,5.2000,64.1176,1
14.7600,0.000000,3.500000,5.2000,64.1181,1
14.7800,0.000000,3.500000,5.2000,64.1186,1
14.8000,0.000000,3.500000,5.2000,64.1190,1
14.8200,0.000000,3.500000,5.2000,64.1195,1
14.8400,0.000000,3.500000,5.2000,64.1199,1
14.8600,0.000000,3.500000,5.2000,64.1204,1
14.8800,0.000000,3.500000,5.2000,64.1209,1
14.9000,0.000000,3.500000,5.2000,64.1213,1
14.9200,0.000000,3.500000,5.2000,64.1218,1
14.9400,0.000000,3.500000,5.2000,64.1223,1
14.9600,0.000000,3.500000,5.2000,64.1227,1
14.9800,0.000000,3.500000,5.2000,64.1232,1
15.0000,0.000000,3.500000,5.2000,64.1236,1
15.0200,0.000000,3.500000,5.2000,64.1241,1
15.0400,0.000000,3.500000,5.2000,64.1246,1
15.0600,0.000000,3.500000,5.2000,64.1250,1
15.0800,0.000000,3.500000,5.2000,64.1255,1
15.1000,0.000000,3.500000,5.2000,64.1259,1
15.1200,0.000000,3.500000,5.2000,64.1264,1
15.1400,0.000000,3.500000,5.2000,64.1269,1
15.1600,0.000000,3.500000,5.2000,64.1273,1
15.1800,0.000000,3.500000,5.2000,64.1278,1
15.2000,0.000000,3.500000,5.2000,64.1283,1
15.2200,0.000000,3.500000,5.2000,64.1287,1
15.2400,0.000000,3.500000,5.2000,64.1292,1
15.2600,0.000000,3.500000,5.2000,64.1296,1
15.2800,0.000000,3.500000,5.2000,64.1301,1
15.3000,0.000000,3.500000,5.2000,64.1306,1
15.3200,0.000000,3.500000,5.2000,64.1310,1
15.3400,0.000000,3.500000,5.2000,64.1315,1
15.3600,0.000000,3.500000,5.2000,64.1320,1
15.3800,0.000000,3.500000,5.2000,64.1324,1
15.4000,0.000000,3.500000,5.2000,64.1329,1
15.4200,0.000000,3.500000,5.2000,64.1333,1
15.4400,0.000000,3.500000,5.2000,64.1338,1
15.4600,0.000000,3.500000,5.2000,64.1343,1
15.4800,0.000000,3.500000,5.2000,64.1347,1
15.5000,0.000000,3.500000,5.2000,64.1352,1
15.5200,0.000000,3.500000,5.2000,64.1357,1
15.5400,0.000000,3.500000,5.2000,64.1361,1
15.5600,0.000000,3.500000,5.2000,64.1366,1
15.5800,0.000000,3.500000,5.2000,64.1370,1
15.6000,0.000000,3.500000,5.2000,64.1375,1
15.6200,0.000000,3.500000,5.2000,64.1380,1
15.6400,0.000000,3.500000,5.2000,64.1384,1
15.6600,0.000000,3.500000,5.2000,64.1389,1
15.6800,0.000000,3.500000,5.2000,64.1394,1
15.7000,0.000000,3.500000,5.2000,64.1398,1
15.7200,0.000000,3.500000,5.2000,64.1403,1
15.7400,0.000000,3.500000,5.2000,64.1407,1
15.7600,0.000000,3.500000,5.2000,64.1412,1
15.7800,0.000000,3.500000,5.2000,64.1417,1
15.8000,0.000000,3.500000,5.2000,64.1421,1
15.8200,0.000000,3.500000,5.2000,64.1426,1
15.8400,0.000000,3.500000,5.2000,64.1431,1
15.8600,0.000000,3.500000,5.2000,64.1435,1
15.8800,0.000000,3.500000,5.2000,64.1440,1
15.9000,0.000000,3.500000,5.2000,64.1444,1
15.9200,0.000000,3.500000,5.2000,64.1449,1
15.9400,0.000000,3.500000,5.2000,64.1454,1
15.9600,0.000000,3.500000,5.2000,64.1458,1
15.9800,0.000000,3.500000,5.2000,64.1463,1
16.0000,0.000000,3.500000,5.2000,64.1468,1
16.0200,0.000000,3.500000,5.2000,64.1472,1
16.0400,0.000000,3.500000,5.2000,64.1477,1
16.0600,0.000000,3.500000,5.2000,64.1481,1
16.0800,0.000000,3.500000,5.2000,64.1486,1
16.1000,0.000000,3.500000,5.2000,64.1491,1
16.1200,0.000000,3.500000,5.2000,64.1495,1
16.1400,0.000000,3.500000,5.2000,64.1500,1
16.1600,0.000000,3.500000,5.2000,64.1505,1
16.1800,0.000000,3.500000,5.2000,64.1509,1
16.2000,0.000000,3.500000,5.2000,64.1514,1
16.2200,0.000000,3.500000,5.2000,64.1518,1
16.2400,0.000000,3.500000,5.2000,64.1523,1
16.2600,0.000000,3.500000,5.2000,64.1528,1
16.2800,0.000000,3.500000,5.2000,64.1532,1
16.3000,0.000000,3.500000,5.2000,64.1537,1
16.3200,0.000000,3.500000,5.2000,64.1542,1
16.3400,0.000000,3.500000,5.2000,64.1546,1
16.3600,0.000000,3.500000,5.2000,64.1551,1
16.3800,0.000000,3.500000,5.2000,64.1555,1
16.4000,0.000000,3.500000,5.2000,64.1560,1
16.4200,0.000000,3.500000,5.2000,64.1565,1
16.4400,0.000000,3.500000,5.2000,64.1569,1
16.4600,0.000000,3.500000,5.2000,64.1574,1
16.4800,0.000000,3.500000,5.2000,64.1579,1
16.5000,0.000000,3.500000,5.2000,64.1583,1
16.5200,0.000000,3.500000,5.2000,64.1588,1
16.5400,0.000000,3.500000,5.2000,64.1592,1
16.5600,0.000000,3.500000,5.2000,64.1597,1
16.5800,0.000000,3.500000,5.2000,64.1602,1
16.6000,0.000000,3.500000,5.2000,64.1606,1
16.6200,0.000000,3.500000,5.2000,64.1611,1
16.6400,0.000000,3.500000,5.2000,64.1616,1
16.6600,0.000000,3.500000,5.2000,64.1620,1
16.6800,0.000000,3.500000,5.2000,64.1625,1
16.7000,0.000000,3.500000,5.2000,64.1630,1
16.7200,0.000000,3.500000,5.2000,64.1634,1
16.7400,0.000000,3.500000,5.2000,64.1639,1
16.7600,0.000000,3.500000,5.2000,64.1643,1
16.7800,0.000000,3.500000,5.2000,64.1648,1
16.8000,0.000000,3.500000,5.2000,64.1653,1
16.8200,0.000000,3.500000,5.2000,64.1657,1
16.8400,0.000000,3.500000,5.2000,64.1662,1
16.8600,0.000000,3.500000,5.2000,64.1667,1
16.8800,0.000000,3.500000,5.2000,64.1671,1
16.9000,0.000000,3.500000,5.2000,64.1676,1
16.9200,0.000000,3.500000,5.2000,64.1680,1
16.9400,0.000000,3.500000,5.2000,64.1685,1
16.9600,0.000000,3.500000,5.2000,64.1690,1
16.9800,0.000000,3.500000,5.2000,64.1694,1
17.0000,0.000000,3.500000,5.2000,64.1699,1
17.0200,0.000000,3.500000,5.2000,64.1704,1
17.0400,0.000000,3.500000,5.2000,64.1708,1
17.0600,0.000000,3.500000,5.2000,64.1713,1
17.0800,0.000000,3.500000,5.2000,64.1717,1
17.1000,0.000000,3.500000,5.2000,64.1722,1
17.1200,0.000000,3.500000,5.2000,64.1727,1
17.1400,0.000000,3.500000,5.2000,64.1731,1
17.1600,0.000000,3.500000,5.2000,64.1736,1
17.1800,0.000000,3.500000,5.2000,64.1741,1
17.2000,0.000000,3.500000,5.2000,64.1745,1
17.2200,0.000000,3.500000,5.2000,64.1750,1
17.2400,0.000000,3.500000,5.2000,64.1754,1
17.2600,0.000000,3.500000,5.2000,64.1759,1
17.2800,0.000000,3.500000,5.2000,64.1764,1
17.3000,0.000000,3.500000,5.2000,64.1768,1
17.3200,0.000000,-3.360000,2.2000,1.0000,1
17.3400,0.000000,3.500000,2.2000,1.0000,1
17.3600,0.000000,3.500000,2.2000,1.9986,2
17.3800,0.000000,3.500000,2.2000,1.9958,2
17.4000,0.000000,3.500000,2.2000,1.9916,2
17.4200,0.000000,3.500000,2.2000,1.9860,2
17.4400,0.000000,3.500000,2.2000,1.9790,2
17.4600,0.000000,3.461000,2.2000,1.9706,2
17.4800,0.000000,3.379886,2.2000,1.9608,2
17.5000,0.000000,3.302824,2.2000,1.9497,2
17.5200,0.000000,3.227410,2.2000,1.9372,2
17.5400,0.000000,3.153723,2.2000,1.9235,2
17.5600,0.000000,3.081718,2.2000,1.9085,2
17.5800,0.000000,3.011357,2.2000,1.8922,2
17.6000,0.000000,2.942602,2.2000,1.8748,2
17.6200,0.000000,2.875417,2.2000,1.8561,2
17.6400,0.000000,2.809767,2.2000,1.8364,2
17.6600,0.000000,2.745615,2.2000,1.8155,2
17.6800,0.000000,2.682928,2.2000,1.7935,2
17.7000,0.000000,2.621672,2.2000,1.7704,2
17.7200,0.000000,2.561814,2.2000,1.7463,2
17.7400,0.000000,2.503324,2.2000,1.7211,2
17.7600,0.000000,2.446168,2.2000,1.6950,2
17.7800,0.000000,2.390318,2.2000,1.6679,2
17.8000,0.000000,2.335743,2.2000,1.6398,2
17.8200,0.000000,2.282414,2.2000,1.6108,2
17.8400,0.000000,2.230303,2.2000,1.5809,2
17.8600,0.000000,2.179381,2.2000,1.5500,2
17.8800,0.000000,2.129622,2.2000,1.5184,2
17.9000,0.000000,2.080999,2.2000,1.4858,2
17.9200,0.000000,2.033486,2.2000,1.4524,2
17.9400,0.000000,1.987058,2.2000,1.4183,2
17.9600,0.000000,1.941690,2.2000,1.3833,2
17.9800,0.000000,1.897358,2.2000,1.3475,2
18.0000,0.000000,1.854038,2.2000,1.3110,2
18.0200,0.000000,1.811707,2.2000,1.2737,2
18.0400,0.000000,1.770343,2.2000,1.2357,2
18.0600,0.000000,1.729923,2.2000,1.1971,2
18.0800,0.000000,1.690425,2.2000,1.1577,2
18.1000,0.000000,1.651830,2.2000,1.1176,2
18.1200,0.000000,1.614116,2.2000,1.0769,2
18.1400,0.000000,1.577263,2.2000,1.0355,2
18.1600,0.000000,1.541251,2.2000,1.9935,3
18.1800,0.000000,1.506062,2.2000,1.9509,3
18.2000,0.000000,1.471676,2.2000,1.9077,3
18.2200,0.000000,1.438075,2.2000,1.8639,3
18.2400,0.000000,1.405184,2.2000,1.8195,3
18.2600,0.000000,1.372963,2.2000,1.7746,3
18.2800,0.000000,1.341399,2.2000,1.7291,3
18.3000,0.000000,1.310479,2.2000,1.6830,3
18.3200,0.000000,1.280191,2.2000,1.6365,3
18.3400,0.000000,1.250521,2.2000,1.5894,3
18.3600,0.000000,1.221457,2.2000,1.5419,3
18.3800,0.000000,1.192987,2.2000,1.4938,3
18.4000,0.000000,1.165099,2.2000,1.4453,3
18.4200,0.000000,1.137782,2.2000,1.3963,3
18.4400,0.000000,1.111023,2.2000,1.3468,3
18.4600,0.000000,1.084812,2.2000,1.2969,3
18.4800,0.000000,1.059137,2.2000,1.2466,3
18.5000,0.000000,1.033989,2.2000,1.1958,3
18.5200,0.000000,1.009355,2.2000,1.1447,3
18.5400,0.000000,0.985227,2.2000,1.0931,3
18.5600,0.000000,0.961593,2.2000,1.0411,3
18.5800,0.000000,0.938444,2.2000,1.9888,4
18.6000,0.000000,0.915770,2.2000,1.9361,4
18.6200,0.000000,0.893561,2.2000,1.8830,4
18.6400,0.000000,0.871809,2.2000,1.8295,4
18.6600,0.000000,0.850503,2.2000,1.7757,4
18.6800,0.000000,0.829636,2.2000,1.7216,4
18.7000,0.000000,0.809197,2.2000,1.6671,4
18.7200,0.000000,0.789179,2.2000,1.6123,4
18.7400,0.000000,0.769574,2.2000,1.5572,4
18.7600,0.000000,0.750371,2.2000,1.5018,4
18.7800,0.000000,0.731565,2.2000,1.4461,4
18.8000,0.000000,0.713146,2.2000,1.3901,4
18.8200,0.000000,0.695107,2.2000,1.3338,4
18.8400,0.000000,0.677441,2.2000,1.2772,4
18.8600,0.000000,0.660139,2.2000,1.2204,4
18.8800,0.000000,0.643194,2.2000,1.1632,4
18.9000,0.000000,0.626600,2.2000,1.1059,4
18.9200,0.000000,0.610349,2.2000,1.0483,4
18.9400,0.000000,0.594434,2.2000,1.9904,5
18.9600,0.000000,0.578849,2.2000,1.9323,5
18.9800,0.000000,0.563586,2.2000,1.8740,5
19.0000,0.000000,0.548640,2.2000,1.8154,5
19.0200,0.000000,0.534004,2.2000,1.7566,5
19.0400,0.000000,0.519671,2.2000,1.6977,5
19.0600,0.000000,0.505636,2.2000,1.6385,5
19.0800,0.000000,0.491893,2.2000,1.5791,5
19.1000,0.000000,0.478435,2.2000,1.5195,5
19.1200,0.000000,0.465258,2.2000,1.4597,5
19.1400,0.000000,0.452355,2.2000,1.3997,5
19.1600,0.000000,0.439720,2.2000,1.3396,5
19.1800,0.000000,0.427349,2.2000,1.2792,5
19.2000,0.000000,0.415236,2.2000,1.2187,5
19.2200,0.000000,0.403376,2.2000,1.1581,5
19.2400,0.000000,0.391764,2.2000,1.0972,5
19.2600,0.000000,0.380395,2.2000,1.0362,5
19.2800,0.000000,0.369263,2.2000,1.9751,6
19.3000,0.000000,0.358365,2.2000,1.9138,6
19.3200,0.000000,0.347695,2.2000,1.8524,6
19.3400,0.000000,0.337249,2.2000,1.7908,6
19.3600,0.000000,0.327022,2.2000,1.7291,6
19.3800,0.000000,0.317010,2.2000,1.6673,6
19.4000,0.000000,0.307208,2.2000,1.6053,6
19.4200,0.000000,0.297613,2.2000,1.5433,6
19.4400,0.000000,0.288220,2.2000,1.4811,6
19.4600,0.000000,0.279025,2.2000,1.4187,6
19.4800,0.000000,0.270024,2.2000,1.3563,6
19.5000,0.000000,0.261213,2.2000,1.2938,6
19.5200,0.000000,0.252588,2.2000,1.2311,6
19.5400,0.000000,0.244146,2.2000,1.1684,6
19.5600,0.000000,0.235883,2.2000,1.1055,6
19.5800,0.000000,0.227795,2.2000,1.0426,6
19.6000,0.000000,0.219878,2.2000,1.9796,7
19.6200,0.000000,0.212130,2.2000,1.9165,7
19.6400,0.000000,0.204547,2.2000,1.8533,7
19.6600,0.000000,0.197125,2.2000,1.7900,7
19.6800,0.000000,0.189861,2.2000,1.7266,7
19.7000,0.000000,0.182753,2.2000,1.6632,7
19.7200,0.000000,0.175796,2.2000,1.5997,7
19.7400,0.000000,0.168988,2.2000,1.5361,7
19.7600,0.000000,0.162326,2.2000,1.4725,7
19.7800,0.000000,0.155807,2.2000,1.4088,7
19.8000,0.000000,0.149427,2.2000,1.3450,7
19.8200,0.000000,0.143185,2.2000,1.2812,7
19.8400,0.000000,0.137077,2.2000,1.2173,7
19.8600,0.000000,0.131101,2.2000,1.1533,7
19.8800,0.000000,0.125254,2.2000,1.0893,7
19.9000,0.000000,0.119533,2.2000,1.0253,7
19.9200,0.000000,0.113936,2.2000,1.9612,8
19.9400,0.000000,0.108461,2.2000,1.8971,8
19.9600,0.000000,0.103104,2.2000,1.8329,8
19.9800,0.000000,0.097864,2.2000,1.7686,8
20.0000,0.000000,0.092737,2.2000,1.7044,8
20.0200,0.000000,0.087723,2.2000,1.6401,8
20.0400,0.000000,0.082818,2.2000,1.5757,8
20.0600,0.000000,0.078020,2.2000,1.5114,8
20.0800,0.000000,0.073327,2.2000,1.4470,8
20.1000,0.000000,0.068737,2.2000,1.3825,8
20.1200,0.000000,0.064249,2.2000,1.3181,8
20.1400,0.000000,0.059859,2.2000,1.2536,8
20.1600,0.000000,0.055565,2.2000,1.1891,8
20.1800,0.000000,0.051367,2.2000,1.1246,8
20.2000,0.000000,0.047262,2.2000,1.0600,8
20.2200,0.000000,0.043247,2.2000,1.9954,9
20.2400,0.000000,0.039322,2.2000,1.9309,9
20.2600,0.000000,0.035485,2.2000,1.8663,9
20.2800,0.000000,0.031732,2.2000,1.8016,9
20.3000,0.000000,0.028064,2.2000,1.7370,9
20.3200,0.000000,0.024478,2.2000,1.6724,9
20.3400,0.000000,0.020972,2.2000,1.6077,9
20.3600,0.000000,0.017546,2.2000,1.5431,9
20.3800,0.000000,0.014196,2.2000,1.4784,9
20.4000,0.000000,0.010922,2.2000,1.4137,9
20.4200,0.000000,0.007723,2.2000,1.3491,9
20.4400,0.000000,0.004596,2.2000,1.2844,9
20.4600,0.000000,0.001540,2.2000,1.2197,9
20.4800,0.000000,-0.001447,2.2000,1.1550,9
20.5000,0.000000,-0.004365,2.2000,1.0903,9
20.5200,0.000000,-0.007216,2.2000,1.0257,9
20.5400,0.000000,-0.010001,2.2000,1.9610,10
20.5600,0.000000,-0.012723,2.2000,1.8963,10
