t,x,y,yaw,v
5.6600,12.4385,10.2524,0.751181,0.0000
5.6800,12.4395,10.2534,0.751181,0.0000
5.7000,12.4406,10.2543,0.751181,0.0000
5.7200,12.4416,10.2553,0.751181,0.0000
5.7400,12.4426,10.2562,0.751181,0.0000
5.7600,12.4436,10.2572,0.751181,0.0000
5.7800,12.4447,10.2582,0.751181,0.0000
5.8000,12.4457,10.2591,0.751181,0.0000
5.8200,12.4467,10.2601,0.751181,0.0000
5.8400,12.4477,10.2610,0.751181,0.0000
5.8600,12.4488,10.2620,0.751181,0.0000
5.8800,12.4498,10.2629,0.751181,0.0000
5.9000,12.4508,10.2639,0.751181,0.0000
5.9200,12.4518,10.2648,0.751181,0.0000
5.9400,12.4528,10.2658,0.751181,0.0000
5.9600,12.4539,10.2668,0.751181,0.0000
5.9800,12.4549,10.2677,0.751181,0.0000
6.0000,12.4559,10.2687,0.751181,0.0000
6.0200,12.4569,10.2696,0.751181,0.0000
6.0400,12.4580,10.2706,0.751181,0.0000
6.0600,12.4590,10.2715,0.751181,0.0000
6.0800,12.4600,10.2725,0.751181,0.0000
6.1000,12.4610,10.2734,0.751181,0.0000
6.1200,12.4621,10.2744,0.751181,0.0000
6.1400,12.4631,10.2754,0.751181,0.0000
6.1600,12.4641,10.2763,0.751181,0.0000
6.1800,12.4651,10.2773,0.751181,0.0000
6.2000,12.4661,10.2782,0.751181,0.0000
6.2200,12.4672,10.2792,0.751181,0.0000
6.2400,12.4682,10.2801,0.751181,0.0000
6.2600,12.4692,10.2811,0.751181,0.0000
6.2800,12.4702,10.2820,0.751181,0.0000
6.3000,12.4713,10.2830,0.751181,0.0000
6.3200,12.4723,10.2840,0.751181,0.0000
6.3400,12.4733,10.2849,0.751181,0.0000
6.3600,12.4743,10.2859,0.751181,0.0000
6.3800,12.4754,10.2868,0.751181,0.0000
6.4000,12.4764,10.2878,0.751181,0.0000
6.4200,12.4774,10.2887,0.751181,0.0000
6.4400,12.4784,10.2897,0.751181,0.0000
6.4600,12.4794,10.2906,0.751181,0.0000
6.4800,12.4805,10.2916,0.751181,0.0000
6.5000,12.4815,10.2926,0.751181,0.0000
6.5200,12.4825,10.2935,0.751181,0.0000
6.5400,12.4835,10.2945,0.751181,0.0000
6.5600,12.4846,10.2954,0.751181,0.0000
6.5800,12.4856,10.2964,0.751181,0.0000
6.6000,12.4866,10.2973,0.751181,0.0000
6.6200,12.4876,10.2983,0.751181,0.0000
6.6400,12.4887,10.2992,0.751181,0.0000
6.6600,12.4897,10.3002,0.751181,0.0000
6.6800,12.4907,10.3012,0.751181,0.0000
6.7000,12.4917,10.3021,0.751181,0.0000
6.7200,12.4927,10.3031,0.751181,0.0000
6.7400,12.4938,10.3040,0.751181,0.0000
6.7600,12.4948,10.3050,0.751181,0.0000
6.7800,12.4958,10.3059,0.751181,0.0000
6.8000,12.4968,10.3069,0.751181,0.0000
6.8200,12.4979,10.3078,0.751181,0.0000
6.8400,12.4989,10.3088,0.751181,0.0000
6.8600,12.4999,10.3098,0.751181,0.0000
6.8800,12.5009,10.3107,0.751181,0.0000
6.9000,12.5020,10.3117,0.751181,0.0000
6.9200,12.5030,10.3126,0.751181,0.0000
6.9400,12.5040,10.3136,0.751181,0.0000
6.9600,12.5050,10.3145,0.751181,0.0000
6.9800,12.5061,10.3155,0.751181,0.0000
7.0000,12.5071,10.3164,0.751181,0.0000
7.0200,12.5081,10.3174,0.751181,0.0000
7.0400,12.5091,10.3184,0.751181,0.0000
7.0600,12.5101,10.3193,0.751181,0.0000
7.0800,12.5112,10.3203,0.751181,0.0000
7.1000,12.5122,10.3212,0.751181,0.0000
7.1200,12.5132,10.3222,0.751181,0.0000
7.1400,12.5142,10.3231,0.751181,0.0000
7.1600,12.5153,10.3241,0.751181,0.0000
7.1800,12.5163,10.3250,0.751181,0.0000
7.2000,12.5173,10.3260,0.751181,0.0000
7.2200,12.5183,10.3270,0.751181,0.0000
7.2400,12.5194,10.3279,0.751181,0.0000
7.2600,12.5204,10.3289,0.751181,0.0000
7.2800,12.5214,10.3298,0.751181,0.0000
7.3000,12.5224,10.3308,0.751181,0.0000
7.3200,12.5234,10.3317,0.751181,0.0000
7.3400,12.5245,10.3327,0.751181,0.0000
7.3600,12.5255,10.3336,0.751181,0.0000
7.3800,12.5265,10.3346,0.751181,0.0000
7.4000,12.5275,10.3356,0.751181,0.0000
7.4200,12.5286,10.3365,0.751181,0.0000
7.4400,12.5296,10.3375,0.751181,0.0000
7.4600,12.5306,10.3384,0.751181,0.0000
7.4800,12.5316,10.3394,0.751181,0.0000
7.5000,12.5327,10.3403,0.751181,0.0000
7.5200,12.5337,10.3413,0.751181,0.0000
7.5400,12.5347,10.3422,0.751181,0.0000
7.5600,12.5357,10.3432,0.751181,0.0000
7.5800,12.5367,10.3442,0.751181,0.0000
7.6000,12.5378,10.3451,0.751181,0.0000
7.6200,12.5388,10.3461,0.751181,0.0000
7.6400,12.5398,10.3470,0.751181,0.0000
7.6600,12.5408,10.3480,0.751181,0.0000
7.6800,12.5419,10.3489,0.751181,0.0000
7.7000,12.5429,10.3499,0.751181,0.0000
7.7200,12.5439,10.3508,0.751181,0.0000
7.7400,12.5449,10.3518,0.751181,0.0000
7.7600,12.5460,10.3528,0.751181,0.0000
7.7800,12.5470,10.3537,0.751181,0.0000
7.8000,12.5480,10.3547,0.751181,0.0000
7.8200,12.5490,10.3556,0.751181,0.0000
7.8400,12.5501,10.3566,0.751181,0.0000
7.8600,12.5511,10.3575,0.751181,0.0000
7.8800,12.5521,10.3585,0.751181,0.0000
7.9000,12.5531,10.3594,0.751181,0.0000
7.9200,12.5541,10.3604,0.751181,0.0000
7.9400,12.5552,10.3614,0.751181,0.0000
7.9600,12.5562,10.3623,0.751181,0.0000
7.9800,12.5572,10.3633,0.751181,0.0000
8.0000,12.5582,10.3642,0.751181,0.0000
8.0200,12.5593,10.3652,0.751181,0.0000
8.0400,12.5603,10.3661,0.751181,0.0000
8.0600,12.5613,10.3671,0.751181,0.0000
8.0800,12.5623,10.3680,0.751181,0.0000
8.1000,12.5634,10.3690,0.751181,0.0000
8.1200,12.5644,10.3700,0.751181,0.0000
8.1400,12.5654,10.3709,0.751181,0.0000
8.1600,12.5664,10.3719,0.751181,0.0000
8.1800,12.5674,10.3728,0.751181,0.0000
8.2000,12.5685,10.3738,0.751181,0.0000
8.2200,12.5695,10.3747,0.751181,0.0000
8.2400,12.5705,10.3757,0.751181,0.0000
8.2600,12.5715,10.3766,0.751181,0.0000
8.2800,12.5726,10.3776,0.751181,0.0000
8.3000,12.5736,10.3785,0.751181,0.0000
8.3200,12.5746,10.3795,0.751181,0.0000
8.3400,12.5756,10.3805,0.751181,0.0000
8.3600,12.5767,10.3814,0.751181,0.0000
8.3800,12.5777,10.3824,0.751181,0.0000
8.4000,12.5787,10.3833,0.751181,0.0000
8.4200,12.5797,10.3843,0.751181,0.0000
8.4400,12.5807,10.3852,0.751181,0.0000
8.4600,12.5818,10.3862,0.751181,0.0000
8.4800,12.5828,10.3871,0.751181,0.0000
8.5000,12.5838,10.3881,0.751181,0.0000
8.5200,12.5848,10.3891,0.751181,0.0000
8.5400,12.5859,10.3900,0.751181,0.0000
8.5600,12.5869,10.3910,0.751181,0.0000
8.5800,12.5879,10.3919,0.751181,0.0000
8.6000,12.5889,10.3929,0.751181,0.0000
8.6200,12.5900,10.3938,0.751181,0.0000
8.6400,12.5910,10.3948,0.751181,0.0000
8.6600,12.5920,10.3957,0.751181,0.0000
8.6800,12.5930,10.3967,0.751181,0.0000
8.7000,12.5941,10.3977,0.751181,0.0000
8.7200,12.5951,10.3986,0.751181,0.0000
8.7400,12.5961,10.3996,0.751181,0.0000
8.7600,12.5971,10.4005,0.751181,0.0000
8.7800,12.5981,10.4015,0.751181,0.0000
8.8000,12.5992,10.4024,0.751181,0.0000
8.8200,12.6002,10.4034,0.751181,0.0000
8.8400,12.6012,10.4043,0.751181,0.0000
8.8600,12.6022,10.4053,0.751181,0.0000
8.8800,12.6033,10.4063,0.751181,0.0000
